,athlete_id,athlete,country_noc,total_medaille
26949,27151,Félix Bédouret,SUI,1
51780,52150,Wu Yongmei,CHN,1
26947,27149,Xam Abegglen,SUI,1
69204,69730,Angela Voigt,GDR,1
69207,69733,Bärbel Struppert,GDR,1
100048,101486,Daniela Meuli,SUI,1
102120,103694,Nicole Cooke,GBR,1
102118,103692,Sara Carrigan,AUS,1
69212,69738,Siegrun Siegl,GDR,1
69214,69740,Christiane Stoll,GDR,1
51783,52153,Zhang Rongfang,CHN,1
100049,101487,Tomoka Takeuchi,JPN,1
69217,69743,Jacqueline Todten,GDR,1
69221,69747,Rosie Witschas,GDR,1
100051,101489,Nicolien Sauerbreij,NED,1
51785,52155,Zhou Hong,CHN,1
69228,69754,Frank Baumgartl,GDR,1
51786,52157,Zhu Yunying,CHN,1
52854,53238,Flo Hyman,USA,1
69231,69757,Klaus Beer,GDR,1
26953,27155,Paul Fässler,SUI,1
51779,52149,Wu Dan,CHN,1
26955,27157,Edmond Kramer,SUI,1
26966,27168,Paul Sturzenegger,SUI,1
51771,52139,Liang Yan,CHN,1
69183,69709,Romy Müller,GDR,1
102133,103707,Tania Guderzo,ITA,1
51775,52145,Sun Yue,CHN,1
137377,143120,Declan Brooks,GBR,1
69191,69717,Hannelore Raepke,GER,1
102126,103700,Dede Demet-Barry,USA,1
23155,23333,Guy Evéquoz,SUI,1
26968,27170,Walter Weiler,SUI,1
51777,52147,Wang Yi,CHN,1
69199,69725,Elfi Zinn,GDR,1
26956,27158,Adolphe Mengotti,SUI,1
26964,27166,Paul Schmiedlin,SUI,1
26963,27165,Adolphe Reymond,SUI,1
26962,27164,Rudolf Ramseyer,SUI,1
23156,23334,Jean-Blaise Evéquoz,SUI,1
26961,27163,Hans Pulver,SUI,1
26960,27162,Aron Pollitz,SUI,1
26958,27160,Robert Pache,SUI,1
51778,52148,Wang Ziling,CHN,1
23160,23338,Willy Fitting,SUI,1
26957,27159,August Oberhauser,SUI,1
51632,52000,Raúl Quiroga,ARG,1
44194,44542,Sergey Pyzhyanov,RUS,1
32960,33216,Kim Mi-Jeong,KOR,1
124948,127864,Richard Freitag,GER,1
45782,46137,Li Deliang,CHN,1
45784,46139,Li Kongzheng,CHN,1
40306,40621,Dick Draeger,USA,1
45790,46145,Sun Shuwei,CHN,1
120562,123099,Romano Battisti,ITA,1
40304,40619,Peter Donlon,USA,1
40302,40617,George Dietz,USA,1
45801,46157,Yu Zhuocheng,CHN,1
40301,40616,Bob Detweiler,USA,1
40300,40615,Joe Dempsey,USA,1
40299,40614,Anita DeFrantz,USA,1
124947,127863,Carina Vogt,GER,1
111088,112962,Hrachik Javakhyan,ARM,1
40344,40659,Frank Frederick,USA,1
40294,40609,Chuck Day,USA,1
124949,127865,Severin Freund,GER,1
40292,40607,Tom Darling,USA,1
40291,40606,Bill Dally,USA,1
124950,127866,Marinus Kraus,GER,1
40289,40604,Stan Cwiklinski,USA,1
120549,123086,Jonathan Lobert,FRA,1
61516,61970,Nelson Falcão,BRA,1
61517,61971,Eilert Falch-Lund,NOR,1
40284,40599,Sy Cromwell,USA,1
40283,40598,Fred Cresser,USA,1
58039,58453,Thomas Zander,GER,1
120570,123107,Damir Bičanić,CRO,1
40313,40628,Jim Dunbar,USA,1
120572,123109,Jakov Gojun,CRO,1
40314,40629,Dave Dunlap,USA,1
40340,40655,Hugh Foley,USA,1
111067,112940,Robson Conceição,BRA,1
58070,58486,Stelios Mygiakis,GRE,1
45765,46119,Zhao Kun,CHN,1
40337,40652,Jim Flanigan,USA,1
108472,110271,Angela Frautschi,SUI,1
45766,46120,Zhou Jihong,CHN,1
58066,58481,Stefanos Khristopoulos,GRE,1
40334,40649,Jim Fifer,USA,1
40333,40648,Bill Fields,USA,1
40331,40646,Ed Ferry,USA,1
120578,123115,Denis Buntić,CRO,1
40329,40644,Franz Federschmidt,USA,1
40328,40643,Erich Federschmidt,USA,1
40327,40642,Robert Farnan,USA,1
45773,46127,Chen Yan,CHN,1
61509,61963,Andreas Faehlmann,EST,1
40322,40637,Caldwell Esselstyn,USA,1
40321,40636,"Bob Espeseth, Jr.",USA,1
40320,40635,Gus Erker,USA,1
40319,40634,Paul Enquist,USA,1
61510,61964,Georg Faehlmann,EST,1
58063,58478,Georgios Khatziioannidis,GRE,1
58061,58476,Amiran Kardanov,GRE,1
40315,40630,Phil Durbrow,USA,1
40281,40596,Pat Costello,USA,1
58038,58452,Rifat Yildiz,GER,1
40279,40594,John Cooke,USA,1
61529,61983,Johan Faye,NOR,1
120524,123061,Rasmus Quaade,DEN,1
40245,40560,Fred Borchelt,USA,1
120523,123060,Jesper Hansen,DEN,1
40243,40558,Don Blessing,USA,1
40242,40557,Jim Blair,USA,1
108450,110249,Katie Weatherston,CAN,1
58015,58429,Erich Siebert,GER,1
45845,46201,Sylvia Poll,CRC,1
40236,40551,Mike Begley,USA,1
124974,127890,Zsófia Kónya,HUN,1
40234,40549,Don Beer,USA,1
40233,40548,William Becklean,USA,1
40230,40545,Ernest Bayer,USA,1
40228,40543,Seth Bauer,USA,1
40227,40542,Dan Barrow,USA,1
111114,112989,Vincenzo Picardi,ITA,1
108444,110243,Gillian Ferrari,CAN,1
40224,40539,Michael Bach,USA,1
58008,58422,Fritz Schäfer,GER,1
58007,58421,Ludwig Schweickert,GER,1
120508,123044,Robelis Despaigne,CUB,1
61541,61995,Finn Ferner,NOR,1
61542,61996,Johan Martin Ferner,NOR,1
40220,40535,Charles Armstrong,USA,1
108443,110242,Pam Dreyer,USA,1
40247,40562,Jack Brinck,USA,1
40250,40565,Dave Brown,USA,1
40278,40593,David Collins,USA,1
40252,40567,Boyce Budd,USA,1
61519,61973,Otto Falkenberg,NOR,1
40276,40591,Calvin Coffey,USA,1
61521,61975,Børre Falkum-Hansen,NOR,1
111093,112967,Yordenis Ugás,CUB,1
58032,58446,Hans-Jürgen Veil,FRG,1
120538,123075,Ivan Čupić,CRO,1
40272,40587,Emory Clark,USA,1
40271,40586,David Clark,USA,1
111098,112972,Daouda Sow,FRA,1
120536,123073,Ivan Ninčević,CRO,1
40270,40585,Gene Clapp,USA,1
40269,40584,"Charlie Clapp, III",USA,1
120533,123070,Manuel Štrlek,CRO,1
40267,40582,Tom Charlton,USA,1
40266,40581,Charles Chandler,USA,1
40263,40578,Bill Carr,USA,1
40262,40577,Leonard Carpenter,USA,1
40261,40576,Bill Carlucci,USA,1
61526,61980,Sloane Farrington,BAH,1
40258,40573,Hubert Caldwell,USA,1
58026,58440,Alfred Ter-Mkrtchyan,GER,1
40256,40571,Lloyd Butler,USA,1
40255,40570,Leon Butler,USA,1
111107,112981,Andry Laffita,CUB,1
40253,40568,Joe Buerger,USA,1
40342,40657,Alan Forney,USA,1
45758,46112,Xu Yanmei,CHN,1
40464,40779,Charley McIlvaine,USA,1
61475,61929,Olaf Engelhardt,GDR,1
40429,40744,Carl Klose,USA,1
61474,61928,Everard Endt,USA,1
40426,40741,Howard Kingsbury,USA,1
120639,123180,Mie Ø. Nielsen,DEN,1
40425,40740,Fred Kingsbury,USA,1
40424,40739,Clyde King,USA,1
40423,40738,Charlie Kieffer,USA,1
40422,40737,Tom Kiefer,USA,1
40421,40736,"Richard Kennelly, Jr.",USA,1
40420,40735,John Kennedy,USA,1
40418,40733,"Jack Kelly, Jr.",USA,1
40417,40732,Charles Karle,USA,1
120633,123173,Sara Slott Petersen,DEN,1
40345,40660,John Freitag,USA,1
40414,40729,Bill Jordan,USA,1
120626,123165,Allan Nørregaard,DEN,1
40412,40727,Don Johnston,USA,1
108493,110292,Mari Motohashi,JPN,1
111039,112912,Alexis Vastine,FRA,1
40409,40724,Tony Johnson,USA,1
40408,40723,John Joachim,USA,1
120620,123159,Érick Barrondo,GUA,1
40406,40721,Sid Jelinek,USA,1
40405,40720,Bob Jaugstetter,USA,1
40404,40719,Burt Jastram,USA,1
45710,46064,Cai Huijue,CHN,1
40430,40745,Bill Knecht,USA,1
40432,40747,Dave Krmpotich,USA,1
108495,110294,André Florschütz,GER,1
40435,40750,Matt Leanderson,USA,1
111018,112891,Tony Jeffries,GBR,1
40457,40772,Bob Martin,USA,1
45674,46028,Graham Smith,CAN,1
45675,46029,Walter Spence,CAN,1
40454,40769,Ed Marsh,USA,1
40453,40768,"Pat Manning, Jr.",USA,1
40452,40767,Charley Manring,USA,1
40451,40766,Bill Maher,USA,1
40450,40765,"Thomas Mack, Jr.",USA,1
124890,127806,Franziska Preuß,GER,1
124891,127807,Daniel Böhm,GER,1
58121,58541,Rajmund Badó,HUN,1
40447,40762,Dick Lyon,USA,1
40446,40761,Chip Lubsen,USA,1
40445,40760,Carl Lovsted,USA,1
111021,112894,Serik Sapiyev,KAZ,1
40443,40758,Hunter Lott,USA,1
108496,110295,Torsten Wustlich,GER,1
40441,40756,Charlie Logg,USA,1
40440,40755,Roscoe Lockwood,USA,1
40439,40754,Mike Livingston,USA,1
40438,40753,Cleve Livingston,USA,1
40437,40752,Al Lindley,USA,1
45682,46036,Jimmy Thompson,CAN,1
40436,40751,Bradley Lewis,USA,1
40403,40718,Brian Jamieson,USA,1
40402,40717,Virgil Jacomini,USA,1
45711,46065,Chao Na,CHN,1
40363,40678,Frank Greer,USA,1
40361,40676,Norey Graham,USA,1
40359,40674,Mike Gleason,USA,1
40358,40673,Gordy Giovanelli,USA,1
45726,46080,Huang Xiaomin,CHN,1
40356,40671,Bob Gerhardt,USA,1
40355,40670,John Geiger,USA,1
58090,58508,Georgios Tsitas,GRE,1
45731,46085,Li Qing,CHN,1
120603,123140,Pénélope Leprévost,FRA,1
45736,46090,Liu Limin,CHN,1
40354,40669,Greg Gates,USA,1
40353,40668,Jim Gardiner,USA,1
40352,40667,Vince Gallagher,USA,1
111053,112926,Bakhyt Sarsekbayev,KAZ,1
58085,58503,Dimitrios Thanopoulos,GRE,1
45740,46094,Lu Bin,CHN,1
45744,46098,Nian Yun,CHN,1
120591,123128,David Šain,CRO,1
45753,46107,Wang Xiaohong,CHN,1
40350,40665,Jason Gailes,USA,1
40349,40664,Wayne Frye,USA,1
111063,112936,Yakup Kılıç,TUR,1
61499,61953,Ralph Evans,USA,1
40346,40661,Martin Formanack,USA,1
111064,112937,Satoshi Shimizu,JPN,1
40362,40677,Ed Graves,USA,1
40364,40679,Duncan Gregg,USA,1
40400,40715,Edward Ives,USA,1
40365,40680,Stu Griffing,USA,1
40399,40714,Bruce Ibbetson,USA,1
40397,40712,Shorty Hunt,USA,1
40396,40711,Don Hume,USA,1
111043,112916,Carlos Banteur,CUB,1
40395,40710,Larry Hough,USA,1
61479,61933,Leif Erichsen,NOR,1
61480,61934,Steve Erickson,USA,1
61481,61935,Filip Ericson,SWE,1
40391,40706,Paul Hoffman,USA,1
40390,40705,John Hoben,USA,1
40389,40704,Bill Hobbs,USA,1
40388,40703,Franklin Hobbs,USA,1
108490,110289,Florence Schelling,SUI,1
40383,40698,Doug Herland,USA,1
40382,40697,Lou Heim,USA,1
40381,40696,Ed Hedley,USA,1
40380,40695,Duvall Hecht,USA,1
40379,40694,George Healis,USA,1
108483,110282,Nicole Bullo,SUI,1
40374,40689,Jim Hardy,USA,1
61490,61944,Odyssevs Eskitzoglou,GRE,1
45724,46078,Han Xue,CHN,1
40371,40686,Winslow Hall,USA,1
108479,110278,Stefanie Marty,SUI,1
40366,40681,Charles Grimes,USA,1
40218,40533,Tom Amlong,USA,1
40217,40532,Joe Amlong,USA,1
40216,40531,Charles Aman,USA,1
125110,128027,Misaki Oshigiri,JPN,1
61644,62102,Anastasios Gavrilis,GRE,1
120419,122955,Sally Walton,GBR,1
40042,40356,Yevgeny Samsonov,URS,1
40040,40354,Igor Rudakov,URS,1
125100,128017,Sara Takanashi,JPN,1
120416,122948,Emily Maguire,GBR,1
125102,128019,Reruhi Shimizu,JPN,1
40036,40350,Vladimir Rodimushkin,URS,1
61647,62106,Per Gedda,SWE,1
125105,128022,Taku Hiraoka,JPN,1
108360,110154,David Murdoch,GBR,1
125109,128026,Ayaka Kikuchi,JPN,1
40027,40341,Igor Polyakov,URS,1
108442,110241,Chanda Gunn,USA,1
111180,113055,Oleksandr Usik,UKR,1
40023,40337,Jonas Pinskus,URS,1
40022,40336,Nikolay Pimenov,EUN,1
40021,40335,Yury Pimenov,EUN,1
40020,40334,Vladimir Petrov,URS,1
120410,122942,Ashleigh Ball,GBR,1
40018,40332,Viktor Pereverzev,URS,1
40017,40331,Viktor Omelyanovich,URS,1
61654,62113,José Manuel Quina,POR,1
40015,40329,Jonas Narmontas,URS,1
45963,46319,Ludvig Dam,DEN,1
61655,62114,Mário Quina,POR,1
45952,46308,Inge Sørensen,DEN,1
40044,40358,Anatoly Sass,URS,1
61643,62101,Pierre Gauthier,FRA,1
40046,40360,Aleksandr Sema,URS,1
111173,113048,Rakhim Chakhkiyev,RUS,1
108374,110169,Russ Howard,CAN,1
40075,40389,Andrey Vasilyev,URS,1
120426,122962,Chris Mears,GBR,1
40072,40386,Aleksandr Tkachenko,URS,1
40070,40384,Andrey Tishchenko,URS,1
40068,40382,Žoržs Tikmers,URS,1
40067,40381,Vasily Tikhonov,EUN,1
40066,40380,Oleg Tyurin,URS,1
108368,110163,Ralph Stöckli,SUI,1
40061,40375,Anatoly Tarabrin,URS,1
40060,40374,Viktor Suslin,URS,1
61635,62093,John Adam,GBR,1
111176,113051,Deontay Wilder,USA,1
61636,62094,Camillo Gargano,ITA,1
40057,40371,Vladimir Sterlik,URS,1
108367,110162,Teemu Salo,FIN,1
108366,110161,Kalle Kiiskinen,FIN,1
40052,40366,Yury Shurkalov,URS,1
108363,110158,Shawn Rojeski,USA,1
108362,110157,Pete Fenson,USA,1
125095,128011,Hideaki Nagai,JPN,1
45951,46307,Elvi Svendsen,DEN,1
40048,40362,Yury Shapochka,URS,1
125096,128012,Yoshito Watabe,JPN,1
40010,40324,Valentin Morkovkin,URS,1
108348,110142,Evan Lysacek,USA,1
111181,113056,V'iacheslav Hlazkov,UKR,1
39968,40282,Aleksandr Klepikov,URS,1
61682,62141,Thoralf Glad,NOR,1
108334,110128,Daisuke Takahashi,JPN,1
61685,62144,Jay Glaser,USA,1
61686,62145,"Walter Glasgow, Jr.",USA,1
111186,113061,Zhang Zhilei,CHN,1
61687,62146,Ken Glass,CAN,1
39959,40273,Aleksey Kamkin,URS,1
61688,62147,Thomas Glen-Coats,GBR,1
45976,46332,Peder Lykkeberg,DEN,1
108333,110127,Shannon Rempel,CAN,1
120397,122929,Alejandra Valencia,MEX,1
39955,40269,Vladimir Yeshinov,URS,1
39953,40267,Vitaly Yeliseyev,URS,1
45979,46335,Benny Nielsen,DEN,1
39951,40265,Yury Yakimov,URS,1
39950,40264,Juozas Jagelavičius,URS,1
120396,122928,Mathias Boe,DEN,1
39948,40262,Viktor Ivanov,URS,1
39947,40261,Nikolay Ivanov,URS,1
125152,128071,Jeon Jeong-Rin,KOR,1
61691,62150,Sébastien Godefroid,BEL,1
120395,122927,René Toft Hansen,DEN,1
108331,110125,Wang Beixing,CHN,1
125156,128075,Seo Yeong-Wu,KOR,1
111193,113068,David Price,GBR,1
108336,110130,Jeff Buttle,CAN,1
39969,40283,Valery Kleshnyov,URS,1
40005,40319,Aleksandr Martyshkin,URS,1
61679,62138,Robert Girardet,FRA,1
40004,40318,Aleksandr Mantsevich,URS,1
40003,40317,Yury Malyshev,URS,1
120407,122939,Laura Robson,GBR,1
40000,40314,Igor Maystrenko,URS,1
39998,40312,Andrey Lugin,URS,1
45969,46325,Herold Jansson,DEN,1
61668,62127,Robert Giertsen,NOR,1
39993,40307,Aivars Lazdenieks,URS,1
39991,40305,Nikolay Kuznetsov,URS,1
39990,40304,Mikhail Kuznetsov,URS,1
61670,62129,Henri Gilardoni,FRA,1
61671,62130,Willy Gilbert,NOR,1
39987,40301,Aleksandr Kulagin,URS,1
61672,62131,David Giles,AUS,1
39985,40299,Gennady Kryuchkin,EUN,1
39984,40298,Vladimir Kryukov,URS,1
39983,40297,Dzintars Krišjānis,URS,1
39982,40296,Dimants Krišjānis,URS,1
39981,40295,Valentin Kravchuk,URS,1
39979,40293,Gennady Korshikov,URS,1
39974,40288,Nikolay Komarov,URS,1
39973,40287,Aleksey Komarov,URS,1
61678,62137,Pierre Girard,SUI,1
57916,58330,Heiko Balz,GER,1
39971,40285,Viktor Kakoshin,URS,1
108375,110170,Jamie Korab,CAN,1
125073,127989,Ryuichi Kihara,JPN,1
57933,58347,Jean Földeak,GER,1
40189,40503,Lisa Rohde,USA,1
40187,40501,Gail Ricketson,USA,1
108428,110224,Cecilia Andersson,SWE,1
57990,58404,Adolf Rieger,GER,1
57988,58402,Pasquale Passarelli,FRG,1
108427,110223,Katarina Timglas,SWE,1
40184,40498,Shyril O'Steen,USA,1
108426,110222,Jenny Lindqvist,SWE,1
40182,40496,Kristine Norelius,USA,1
111131,113006,Bruno Julie,MRI,1
108425,110221,Jenni Asserholt,SWE,1
40178,40492,Holly Metcalf,USA,1
108424,110220,Frida Nevalainen,SWE,1
108423,110219,Emma Eliasson,SWE,1
108422,110218,Kristina Lundberg,SWE,1
40174,40488,Peggy McCarthy,USA,1
111136,113011,Veaceslav Gojan,MDA,1
108421,110217,Pernilla Winberg,SWE,1
40170,40484,Stephanie Maxwell,USA,1
57976,58390,Günter Maritschnigg,GER,1
111142,113017,John Joe Nevin,IRL,1
40163,40477,Laurel Korholz,USA,1
111143,113018,Enkhbatyn Badar-Uugan,MGL,1
61576,62031,Guillaume Florent,FRA,1
40158,40472,Kathy Keeler,USA,1
57972,58386,Kurt Leucht,GER,1
40188,40502,Kelly Rickon,USA,1
57991,58405,Klaus Rost,GER,1
45899,46255,Eva Arndt,DEN,1
111128,113003,Han Sun-Cheol,KOR,1
108441,110240,Kim Insalaco,USA,1
40213,40528,George Ahlgren,USA,1
40212,40527,Gordy Adam,USA,1
58004,58418,Andreas Schröder,GDR,1
40210,40525,Jackie Zoch,USA,1
120501,123037,Kristian Thomas,GBR,1
40209,40524,Anne Warner,USA,1
120500,123036,Daniel Purvis,GBR,1
120498,123034,Sam Oldham,GBR,1
45863,46219,Neisser Bent,CUB,1
45865,46221,Rodolfo Falcón,CUB,1
108439,110238,Kathleen Kauth,USA,1
108438,110237,Sarah Parsons,USA,1
57998,58412,Markus Scherer,FRG,1
40204,40518,Kristen Thorsness,USA,1
108437,110236,Kelly Stephens,USA,1
111127,113002,Yankiel León,CUB,1
108436,110235,Jamie Hagerman,USA,1
57993,58407,Arawat Sabejew,GER,1
108435,110234,Helen Resor,USA,1
108434,110233,Kristin King,USA,1
61554,62009,Karl Ferstl,AUT,1
61555,62010,Peter Ficker,BRA,1
40196,40510,Lynn Silliman,USA,1
40195,40509,Anna Seaton,USA,1
61580,62035,David Forbes,AUS,1
57967,58381,Oleg Kutscherenko,GER,1
57935,58349,Georg Gehring,GER,1
57957,58371,Kurt Hornfischer,GER,1
57956,58370,Gerhard Himmel,FRG,1
120452,122988,Gemma Gibbons,GBR,1
120450,122986,Sally Conway,GBR,1
57952,58366,Johannes Herbert,GER,1
125048,127964,Elena Viviani,ITA,1
125049,127965,Tommaso Dotti,ITA,1
57950,58364,Karl-Heinz Helbing,FRG,1
61604,62061,Buddy Friedrichs,USA,1
61605,62062,Johan Friele,NOR,1
40105,40419,William Jones,URU,1
108395,110190,Michèle Moser,SUI,1
40102,40416,Guillermo Douglas,URU,1
108394,110189,Valeria Spälty,SUI,1
108393,110188,Binia Beeli,SUI,1
111159,113034,Pürevdorjin Serdamba,MGL,1
111164,113039,David Ayrapetyan,RUS,1
111165,113040,Yampier Hernández,CUB,1
111168,113043,Osmay Acosta,CUB,1
108388,110183,Christine Keshen,CAN,1
108387,110182,Glenys Bakker,CAN,1
45935,46291,Susanne Nielsson,DEN,1
108386,110181,Amy Nixon,CAN,1
108385,110180,Shannon Kleibrink,CAN,1
125067,127983,Ayana Onozuka,JPN,1
57937,58351,Georg Gerstacker,GER,1
40112,40426,Eduardo Risso,URU,1
40115,40429,Miguel Seijas,URU,1
61583,62038,Glen Foster,USA,1
108400,110195,Heidi Pelttari,FIN,1
45903,46259,Fritze Carstensen,DEN,1
40149,40463,Marion Greig,USA,1
40147,40461,Ginny Gilder,USA,1
61585,62041,Gordon Fowler,GBR,1
40144,40458,Carlie Geer,USA,1
40143,40457,Amy Fuller,USA,1
40142,40456,Jeanne Flanagan,USA,1
40141,40455,Carol Feeney,USA,1
125030,127946,Dominik Fischnaller,ITA,1
45905,46261,Stefanie Clausen,DEN,1
40137,40451,Cindy Eckert,USA,1
61589,62045,Allan Franck,FIN,1
40135,40449,Shelagh Donohoe,USA,1
61593,62049,Clinio Freitas,BRA,1
57963,58377,Martin Knosp,FRG,1
40128,40442,Lindsay Burns,USA,1
40126,40440,Carol Brown,USA,1
57960,58374,Heinz Kiehl,GER,1
108403,110198,Mari Saarinen,FIN,1
40122,40436,Carol Bower,USA,1
40121,40435,Teresa Bell,USA,1
108401,110196,Saara Tuominen,FIN,1
40119,40433,Betsy Beard,USA,1
45912,46268,Ragnhild Hveger,DEN,1
45913,46269,Else Jacobsen,DEN,1
40463,40778,Paul McDowell,USA,1
40465,40780,Jim McIntosh,USA,1
125158,128077,Won Yun-Jong,KOR,1
61235,61685,Russell Coutts,NZL,1
124537,127452,Ryan Fry,CAN,1
124538,127453,E.J. Harnden,CAN,1
124539,127454,Ryan Harnden,CAN,1
124540,127455,Brad Jacobs,CAN,1
120776,123330,Kim Yeong-Gwon,KOR,1
61226,61676,Antonio Cosentino,ITA,1
40918,41235,Gerhard Petritsch,AUT,1
124545,127460,Dara Howell,CAN,1
124546,127461,Kim Lamarre,CAN,1
40911,41228,Andreas Kronthaler,AUT,1
124550,127465,Alex Beaulieu-Marchand,CAN,1
61233,61683,Paul Côté,CAN,1
120775,123327,Kim Gi-Hui,KOR,1
108689,110504,Mika Hannula,SWE,1
124557,127472,Brady Leman,CAN,1
40902,41219,Hubert Hammerer,AUT,1
61237,61687,Don Cowie,NZL,1
124560,127475,Mike Riddle,CAN,1
124561,127476,Gabrielle Daleman,CAN,1
45520,45874,Shannon Smith,CAN,1
45522,45876,Susan Sloan,CAN,1
124567,127482,Kaitlyn Weaver,CAN,1
58213,58633,Attila Repka,HUN,1
120771,123323,Kim Hyeon-Seong,KOR,1
124570,127485,Dylan Moscovitch,CAN,1
124571,127486,Andrew Poje,CAN,1
124536,127451,Jill Officer,CAN,1
124534,127449,Jennifer Jones,CAN,1
124533,127448,Dawn McEwen,CAN,1
61224,61674,Florimond Cornellie,BEL,1
40964,41282,Joseph Cogels,BEL,1
61197,61647,Ted Conant,USA,1
108687,110502,Mikael Samuelsson,SWE,1
61199,61649,Dennis Conner,USA,1
40960,41278,Albert Bosquet,BEL,1
108686,110501,Daniel Tjärnqvist,SWE,1
108685,110500,Henrik Sedin,SWE,1
45508,45862,Pam Rai,CAN,1
108684,110499,Niclas Hävelid,SWE,1
45509,45863,Cari Read,CAN,1
120782,123336,Oh Jae-Seok,KOR,1
108682,110497,Fredrik Modin,SWE,1
108681,110496,Christian Bäckman,SWE,1
120779,123333,Nam Tae-Hui,KOR,1
124512,127426,Britt Phelan,CAN,1
61208,61658,Cecil Cooke,BAH,1
61216,61666,Bill Cooper,USA,1
124523,127438,Ben Coakwell,CAN,1
61219,61669,Henri Copponex,SUI,1
40937,41255,İradə Aşumova,AZE,1
61220,61670,Burkhard Cordes,BRA,1
61222,61672,Torleiv Corneliussen,NOR,1
120778,123332,Lee Beom-Yeong,KOR,1
120777,123331,Gu Ja-Cheol,KOR,1
61223,61673,Émile Cornellie,BEL,1
124573,127488,Kevin Reynolds,CAN,1
120770,123322,Kim Chang-Su,KOR,1
58212,58632,László Réczi,HUN,1
58203,58623,László Papp,HUN,1
58202,58622,József Palotás,HUN,1
61263,61713,John Cutler,NZL,1
124618,127533,Sébastien Toutant,CAN,1
58198,58618,Norbert Növényi,HUN,1
110962,112833,Chen Jin,CHN,1
61267,61717,Christopher Dahl,NOR,1
45554,45908,Garnet Ault,CAN,1
120746,123294,Jessica Rossi,ITA,1
120745,123293,Massimo Fabbrizi,ITA,1
124629,127544,Jessica Hewitt,CAN,1
45561,45915,Munroe Bourne,CAN,1
40817,41134,Deserie Huddleston,AUS,1
61283,61733,Franck David,FRA,1
40814,41131,Annemarie Forder,AUS,1
61284,61734,William Davidson,GBR,1
40812,41129,Patricia Dench,AUS,1
40810,41127,Hrachya Petikyan,ARM,1
124643,127558,Zhang Xin,CHN,1
61287,61737,Christopher Davies,GBR,1
61290,61740,Paul Davis,NOR,1
61291,61742,Pierpont Davis,USA,1
110977,112848,Zhang Yawen,CHN,1
108621,110423,Anja Huber,GER,1
124654,127569,Zhang Hong,CHN,1
108617,110419,Nataliya Baranova,RUS,1
120755,123304,Iván García,MEX,1
61259,61709,Charles Currey,GBR,1
120768,123320,Kim Bo-Gyeong,KOR,1
61257,61707,John Cuneo,AUS,1
58210,58630,Lajos Rácz,HUN,1
120764,123316,Ji Dong-Won,KOR,1
120763,123314,Hwang Seok-Ho,KOR,1
45534,45888,Penny Vilagos,CAN,1
124582,127497,Tara Watchorn,CAN,1
124583,127498,Jamie Benn,CAN,1
124584,127499,Jeff Carter,CAN,1
124585,127500,Matt Duchene,CAN,1
124586,127501,Dan Hamhuis,CAN,1
124587,127502,Chris Kunitz,CAN,1
124588,127503,Alex Pietrangelo,CAN,1
45535,45889,Vicky Vilagos,CAN,1
124589,127504,Carey Price,CAN,1
124590,127505,Patrick Sharp,CAN,1
124591,127506,PK Subban,CAN,1
124592,127507,John Tavares,CAN,1
120762,123312,Baek Seong-Dong,KOR,1
124593,127508,Marc-Édouard Vlasic,CAN,1
61244,61694,Jack Cribb,CAN,1
45542,45896,Erin Woodley,CAN,1
61245,61695,Charles Crichton,GBR,1
108651,110465,Radoslav Židek,SVK,1
61251,61701,Jack Cropp,NZL,1
108648,110462,Paul-Henri De Le Rue,FRA,1
61255,61705,Robert Cruickshank,GBR,1
108688,110503,Samuel Påhlsson,SWE,1
108690,110505,Stefan Liv,SWE,1
61463,61917,John Ekels,CAN,1
108765,110584,Martin Erat,CZE,1
108780,110599,Ilya Bryzgalov,RUS,1
61090,61537,Charles Campbell,GBR,1
41106,41428,Lyubcho Dyakov,BUL,1
124385,127299,Matt Graham,AUS,1
41103,41425,Velichko Velichkov,BUL,1
41096,41418,Nonka Matova,BUL,1
58246,58666,Ferenc Tóth,HUN,1
41094,41416,Diana Yorgova,BUL,1
45460,45814,Jane Kerr,CAN,1
120817,123372,Michal Lasko,ITA,1
61104,61552,Bob Carlson,USA,1
108766,110585,Tomáš Vokoun,CZE,1
108764,110583,Rostislav Olesz,CZE,1
108691,110506,Mikael Tellqvist,SWE,1
108763,110582,Jan Bulis,CZE,1
108762,110581,Marek Malík,CZE,1
108761,110580,Aleš Hemský,CZE,1
61111,61560,Berend Carp,NED,1
41083,41405,Sebastião Wolf,BRA,1
124402,127316,Jarryd Hughes,AUS,1
120815,123370,Simone Parodi,ITA,1
108760,110579,Filip Kuba,CZE,1
41079,41401,Fernando Soledade,BRA,1
108759,110578,"František Kaberle, Jr.",CZE,1
108758,110577,David Výborný,CZE,1
108757,110576,Václav Prospal,CZE,1
61083,61530,Selwin Calverley,GBR,1
41121,41443,Emil Milev,BUL,1
61080,61527,Héctor Calegaris,ARG,1
61076,61523,Steve Calder,CAN,1
41169,41491,George Genereux,CAN,1
41167,41489,Mylie Fletcher,CAN,1
45445,45799,Sharon Hambrook,CAN,1
124336,127247,Jeong U-Yeong,KOR,1
41163,41485,William Eastcott,CAN,1
124338,127251,Lucas Moura,BRA,1
41159,41481,Charles Crowe,CAN,1
61054,61501,Alphonse Burnand,USA,1
45447,45801,Allison Higson,CAN,1
41150,41472,Gil Boa,CAN,1
